"","probesDrop"
"10982","cg08061076"
"10983","cg08061367"
"10984","cg08062959"
"10985","cg08063418"
"10986","cg08065238"
"10987","cg08067566"
"10988","cg08067991"
"10989","cg08068630"
"10990","cg08069147"
"10991","cg08069247"
"10992","cg08070756"
"10993","cg08071282"
"10994","cg08071719"
"10995","cg08072210"
"10996","cg08072217"
"10997","cg08072458"
"10998","cg08072862"
"10999","cg08073153"
"11000","cg08074201"
"11001","cg08074321"
"11002","cg08074555"
"11003","cg08076115"
"11004","cg08076147"
"11005","cg08076158"
"11006","cg08079136"
"11007","cg08079166"
"11008","cg08079209"
"11009","cg08079763"
"11010","cg08080038"
"11011","cg08080213"
"11012","cg08082355"
"11013","cg08082436"
"11014","cg08082455"
"11015","cg08082879"
"11016","cg08084812"
"11017","cg08084984"
"11018","cg08085199"
"11019","cg08085597"
"11020","cg08088596"
"11021","cg08088989"
"11022","cg08089153"
"11023","cg08089702"
"11024","cg08091023"
"11025","cg08091328"
"11026","cg08091464"
"11027","cg08094677"
"11028","cg08095339"
"11029","cg08095377"
"11030","cg08095852"
"11031","cg08096786"
"11032","cg08096812"
"11033","cg08097157"
"11034","cg08097520"
"11035","cg08099141"
"11036","cg08101054"
"11037","cg08101922"
"11038","cg08102564"
"11039","cg08103472"
"11040","cg08104415"
"11041","cg08104960"
"11042","cg08107689"
"11043","cg08108051"
"11044","cg08109625"
"11045","cg08109808"
"11046","cg08111035"
"11047","cg08111196"
"11048","cg08114317"
"11049","cg08116199"
"11050","cg08117309"
"11051","cg08119150"
"11052","cg08119506"
"11053","cg08119527"
"11054","cg08119553"
"11055","cg08120035"
"11056","cg08121252"
"11057","cg08121408"
"11058","cg08121686"
"11059","cg08122179"
"11060","cg08123277"
"11061","cg08123413"
"11062","cg08123673"
"11063","cg08125733"
"11064","cg08128486"
"11065","cg08129490"
"11066","cg08130144"
"11067","cg08130307"
"11068","cg08130546"
"11069","cg08132025"
"11070","cg08132288"
"11071","cg08132734"
"11072","cg08133912"
"11073","cg08133984"
"11074","cg08134324"
"11075","cg08135406"
"11076","cg08135718"
"11077","cg08135727"
"11078","cg08136070"
"11079","cg08136432"
"11080","cg08137669"
"11081","cg08139038"
"11082","cg08139059"
"11083","cg08140712"
"11084","cg08141172"
"11085","cg08141495"
"11086","cg08141612"
"11087","cg08141615"
"11088","cg08142094"
"11089","cg08143701"
"11090","cg08144020"
"11091","cg08145292"
"11092","cg08146323"
"11093","cg08146708"
"11094","cg08146865"
"11095","cg08146977"
"11096","cg08147389"
"11097","cg08147523"
"11098","cg08148379"
"11099","cg08148697"
"11100","cg08149581"
"11101","cg08150315"
"11102","cg08150745"
"11103","cg08150755"
"11104","cg08151292"
"11105","cg08151879"
"11106","cg08152331"
"11107","cg08152504"
"11108","cg08153160"
"11109","cg08153404"
"11110","cg08154612"
"11111","cg08154700"
"11112","cg08154944"
"11113","cg08155249"
"11114","cg08155591"
"11115","cg08155625"
"11116","cg08156373"
"11117","cg08157310"
"11118","cg08158105"
"11119","cg08158518"
"11120","cg08158675"
"11121","cg08160641"
"11122","cg08161142"
"11123","cg08162948"
"11124","cg08163163"
"11125","cg08165960"
"11126","cg08166232"
"11127","cg08166568"
"11128","cg08166758"
"11129","cg08168075"
"11130","cg08168737"
"11131","cg08169200"
"11132","cg08170293"
"11133","cg08172037"
"11134","cg08172105"
"11135","cg08172221"
"11136","cg08172935"
"11137","cg08173533"
"11138","cg08173606"
"11139","cg08173660"
"11140","cg08174003"
"11141","cg08174387"
"11142","cg08176609"
"11143","cg08177495"
"11144","cg08179037"
"11145","cg08179907"
"11146","cg08180624"
"11147","cg08180831"
"11148","cg08181610"
"11149","cg08181642"
"11150","cg08183074"
"11151","cg08186341"
"11152","cg08187750"
"11153","cg08189391"
"11154","cg08190109"
"11155","cg08190545"
"11156","cg08190552"
"11157","cg08191854"
"11158","cg08193333"
"11159","cg08193480"
"11160","cg08195484"
"11161","cg08196359"
"11162","cg08196512"
"11163","cg08196628"
"11164","cg08197072"
"11165","cg08197226"
"11166","cg08197826"
"11167","cg08197956"
"11168","cg08198071"
"11169","cg08198851"
"11170","cg08199102"
"11171","cg08199352"
"11172","cg08200582"
"11173","cg08201673"
"11174","cg08202274"
"11175","cg08202402"
"11176","cg08202470"
"11177","cg08202678"
"11178","cg08202827"
"11179","cg08203886"
"11180","cg08204162"
"11181","cg08206665"
"11182","cg08210468"
"11183","cg08210706"
"11184","cg08211022"
"11185","cg08211301"
"11186","cg08212545"
"11187","cg08212685"
"11188","cg08213375"
"11189","cg08213607"
"11190","cg08214023"
"11191","cg08214126"
"11192","cg08214693"
"11193","cg08215366"
"11194","cg08215400"
"11195","cg08216306"
"11196","cg08216684"
"11197","cg08217354"
"11198","cg08217411"
"11199","cg08219091"
"11200","cg08219923"
"11201","cg08222271"
"11202","cg08223534"
"11203","cg08224160"
"11204","cg08224773"
"11205","cg08224888"
"11206","cg08224975"
"11207","cg08225549"
"11208","cg08225551"
"11209","cg08227366"
"11210","cg08228813"
"11211","cg08230553"
"11212","cg08230695"
"11213","cg08231130"
"11214","cg08231493"
"11215","cg08231637"
"11216","cg08231696"
"11217","cg08233148"
"11218","cg08233173"
"11219","cg08233323"
"11220","cg08234354"
"11221","cg08235183"
"11222","cg08235349"
"11223","cg08236154"
"11224","cg08236478"
"11225","cg08237348"
"11226","cg08237418"
"11227","cg08237663"
"11228","cg08238319"
"11229","cg08238375"
"11230","cg08239906"
"11231","cg08239933"
"11232","cg08240373"
"11233","cg08240571"
"11234","cg08245665"
"11235","cg08245930"
"11236","cg08246029"
"11237","cg08248003"
"11238","cg08248134"
"11239","cg08249296"
"11240","cg08249619"
"11241","cg08249899"
"11242","cg08250118"
"11243","cg08251362"
"11244","cg08251449"
"11245","cg08251765"
"11246","cg08251943"
"11247","cg08252971"
"11248","cg08253809"
"11249","cg08255017"
"11250","cg08255233"
"11251","cg08255724"
"11252","cg08257088"
"11253","cg08257133"
"11254","cg08257287"
"11255","cg08258667"
"11256","cg08260625"
"11257","cg08265181"
"11258","cg08265495"
"11259","cg08265933"
"11260","cg08266474"
"11261","cg08266644"
"11262","cg08267038"
"11263","cg08268047"
"11264","cg08269402"
"11265","cg08270148"
"11266","cg08270223"
"11267","cg08270240"
"11268","cg08270477"
"11269","cg08270964"
"11270","cg08271366"
"11271","cg08272331"
"11272","cg08272429"
"11273","cg08272559"
"11274","cg08273678"
"11275","cg08273995"
"11276","cg08274176"
"11277","cg08275015"
"11278","cg08276062"
"11279","cg08276645"
"11280","cg08277287"
"11281","cg08277729"
"11282","cg08278487"
"11283","cg08280044"
"11284","cg08284598"
"11285","cg08285429"
"11286","cg08286169"
"11287","cg08286196"
"11288","cg08286218"
"11289","cg08286219"
"11290","cg08288237"
"11291","cg08288806"
"11292","cg08289272"
"11293","cg08290013"
"11294","cg08291040"
"11295","cg08291433"
"11296","cg08292959"
"11297","cg08295094"
"11298","cg08296824"
"11299","cg08296868"
"11300","cg08297640"
"11301","cg08300343"
"11302","cg08300443"
"11303","cg08300475"
"11304","cg08301102"
"11305","cg08306513"
"11306","cg08308214"
"11307","cg08309809"
"11308","cg08311656"
"11309","cg08312152"
"11310","cg08312369"
"11311","cg08314387"
"11312","cg08314949"
"11313","cg08315483"
"11314","cg08316073"
"11315","cg08317289"
"11316","cg08318384"
"11317","cg08318510"
"11318","cg08318587"
"11319","cg08319778"
"11320","cg08320316"
"11321","cg08321145"
"11322","cg08322043"
"11323","cg08323596"
"11324","cg08324400"
"11325","cg08324730"
"11326","cg08324796"
"11327","cg08325124"
"11328","cg08326417"
"11329","cg08327277"
"11330","cg08328671"
"11331","cg08329471"
"11332","cg08331344"
"11333","cg08332163"
"11334","cg08332868"
"11335","cg08333243"
"11336","cg08335125"
"11337","cg08335510"
"11338","cg08335702"
"11339","cg08337959"
"11340","cg08338478"
"11341","cg08340453"
"11342","cg08342038"
"11343","cg08342134"
"11344","cg08342837"
"11345","cg08342919"
"11346","cg08344281"
"11347","cg08344493"
"11348","cg08344551"
"11349","cg08348427"
"11350","cg08348949"
"11351","cg08349108"
"11352","cg08349335"
"11353","cg08349400"
"11354","cg08349931"
"11355","cg08350488"
"11356","cg08350960"
"11357","cg08352575"
"11358","cg08352774"
"11359","cg08353062"
"11360","cg08354320"
"11361","cg08354527"
"11362","cg08354681"
"11363","cg08354835"
"11364","cg08355157"
"11365","cg08355316"
"11366","cg08355344"
"11367","cg08356097"
"11368","cg08356614"
"11369","cg08358426"
"11370","cg08358943"
"11371","cg08360009"
"11372","cg08360281"
"11373","cg08360738"
"11374","cg08361126"
"11375","cg08362308"
"11376","cg08363114"
"11377","cg08363673"
"11378","cg08365591"
"11379","cg08365685"
"11380","cg08366277"
"11381","cg08366846"
"11382","cg08367643"
"11383","cg08368788"
"11384","cg08369217"
"11385","cg08370276"
"11386","cg08370347"
"11387","cg08370618"
"11388","cg08371333"
"11389","cg08373250"
"11390","cg08373323"
"11391","cg08373769"
"11392","cg08374291"
"11393","cg08374494"
"11394","cg08376310"
"11395","cg08377314"
"11396","cg08377331"
"11397","cg08377944"
"11398","cg08377954"
"11399","cg08378830"
"11400","cg08379019"
"11401","cg08379828"
"11402","cg08380262"
"11403","cg08381562"
"11404","cg08381722"
"11405","cg08381868"
"11406","cg08382489"
"11407","cg08382534"
"11408","cg08384502"
"11409","cg08388939"
"11410","cg08389347"
"11411","cg08389350"
"11412","cg08389503"
"11413","cg08389577"
"11414","cg08393008"
"11415","cg08393424"
"11416","cg08394896"
"11417","cg08395784"
"11418","cg08395822"
"11419","cg08398498"
"11420","cg08399230"
"11421","cg08399308"
"11422","cg08400319"
"11423","cg08400475"
"11424","cg08401456"
"11425","cg08401758"
"11426","cg08402381"
"11427","cg08403010"
"11428","cg08407261"
"11429","cg08407274"
"11430","cg08407901"
"11431","cg08410691"
"11432","cg08411422"
"11433","cg08412936"
"11434","cg08413390"
"11435","cg08415378"
"11436","cg08415557"
"11437","cg08416764"
"11438","cg08419567"
"11439","cg08419657"
"11440","cg08420370"
"11441","cg08421478"
"11442","cg08422668"
"11443","cg08422745"
"11444","cg08423879"
"11445","cg08424423"
"11446","cg08424636"
"11447","cg08425628"
"11448","cg08426161"
"11449","cg08426940"
"11450","cg08427782"
"11451","cg08428188"
"11452","cg08429705"
"11453","cg08430277"
"11454","cg08430598"
"11455","cg08430662"
"11456","cg08431062"
"11457","cg08431089"
"11458","cg08431536"
"11459","cg08431893"
"11460","cg08433095"
"11461","cg08433110"
"11462","cg08434127"
"11463","cg08434399"
"11464","cg08435780"
"11465","cg08436104"
"11466","cg08436224"
"11467","cg08436396"
"11468","cg08438091"
"11469","cg08438164"
"11470","cg08438268"
"11471","cg08440086"
"11472","cg08443717"
"11473","cg08444117"
"11474","cg08444731"
"11475","cg08444833"
"11476","cg08445323"
"11477","cg08447142"
"11478","cg08448341"
"11479","cg08449144"
"11480","cg08449389"
"11481","cg08449558"
"11482","cg08449855"
"11483","cg08450807"
"11484","cg08451243"
"11485","cg08451469"
"11486","cg08451977"
"11487","cg08451978"
"11488","cg08453205"
"11489","cg08453449"
"11490","cg08453926"
"11491","cg08454110"
"11492","cg08455454"
"11493","cg08455719"
"11494","cg08456043"
"11495","cg08456051"
"11496","cg08457158"
"11497","cg08457232"
"11498","cg08457495"
"11499","cg08457514"
"11500","cg08458055"
"11501","cg08458132"
"11502","cg08458509"
"11503","cg08458655"
"11504","cg08458686"
"11505","cg08460629"
"11506","cg08461247"
"11507","cg08464374"
"11508","cg08464675"
"11509","cg08464702"
"11510","cg08464734"
"11511","cg08464900"
"11512","cg08465708"
"11513","cg08466401"
"11514","cg08466740"
"11515","cg08467887"
"11516","cg08468251"
"11517","cg08468371"
"11518","cg08469305"
"11519","cg08469509"
"11520","cg08469752"
"11521","cg08469845"
"11522","cg08470013"
"11523","cg08472797"
"11524","cg08473764"
"11525","cg08474859"
"11526","cg08476215"
"11527","cg08476415"
"11528","cg08476485"
"11529","cg08477640"
"11530","cg08477687"
"11531","cg08478116"
"11532","cg08478195"
"11533","cg08478799"
"11534","cg08480011"
"11535","cg08480413"
"11536","cg08480854"
"11537","cg08482215"
"11538","cg08482957"
"11539","cg08482979"
"11540","cg08483912"
"11541","cg08484080"
"11542","cg08484560"
"11543","cg08485001"
"11544","cg08486461"
"11545","cg08489228"
"11546","cg08489941"
"11547","cg08490233"
"11548","cg08490356"
"11549","cg08490624"
"11550","cg08491069"
"11551","cg08491376"
"11552","cg08492238"
"11553","cg08493360"
"11554","cg08494157"
"11555","cg08494738"
"11556","cg08494793"
"11557","cg08495245"
"11558","cg08495860"
"11559","cg08496276"
"11560","cg08496521"
"11561","cg08498179"
"11562","cg08498262"
"11563","cg08498272"
"11564","cg08498942"
"11565","cg08500510"
"11566","cg08500740"
"11567","cg08501426"
"11568","cg08502652"
"11569","cg08503913"
"11570","cg08506353"
"11571","cg08506585"
"11572","cg08506672"
"11573","cg08506841"
"11574","cg08508338"
"11575","cg08508887"
"11576","cg08509927"
"11577","cg08510205"
"11578","cg08510234"
"11579","cg08510253"
"11580","cg08513422"
"11581","cg08513622"
"11582","cg08514194"
"11583","cg08514994"
"11584","cg08521270"
"11585","cg08521989"
"11586","cg08522340"
"11587","cg08522473"
"11588","cg08523694"
"11589","cg08523756"
"11590","cg08524109"
"11591","cg08524179"
"11592","cg08524197"
"11593","cg08524717"
"11594","cg08525176"
"11595","cg08525424"
"11596","cg08526024"
"11597","cg08526140"
"11598","cg08526814"
"11599","cg08527460"
"11600","cg08534327"
"11601","cg08534653"
"11602","cg08535184"
"11603","cg08535756"
"11604","cg08535970"
"11605","cg08537127"
"11606","cg08537890"
"11607","cg08539841"
"11608","cg08539962"
"11609","cg08540929"
"11610","cg08542066"
"11611","cg08542520"
"11612","cg08544606"
"11613","cg08544746"
"11614","cg08545136"
"11615","cg08545169"
"11616","cg08546300"
"11617","cg08546419"
"11618","cg08547343"
"11619","cg08547427"
"11620","cg08547922"
"11621","cg08548044"
"11622","cg08548070"
"11623","cg08549326"
"11624","cg08549661"
"11625","cg08549806"
"11626","cg08549829"
"11627","cg08550094"
"11628","cg08550435"
"11629","cg08550441"
"11630","cg08550881"
"11631","cg08551027"
"11632","cg08551408"
"11633","cg08552214"
"11634","cg08552401"
"11635","cg08554556"
"11636","cg08555657"
"11637","cg08557179"
"11638","cg08557180"
"11639","cg08558478"
"11640","cg08560164"
"11641","cg08565320"
"11642","cg08566640"
"11643","cg08567498"
"11644","cg08567947"
"11645","cg08568145"
"11646","cg08568767"
"11647","cg08569253"
"11648","cg08569414"
"11649","cg08570077"
"11650","cg08570521"
"11651","cg08571020"
"11652","cg08571475"
"11653","cg08571639"
"11654","cg08571883"
"11655","cg08571918"
"11656","cg08572940"
"11657","cg08573355"
"11658","cg08574632"
"11659","cg08575860"
"11660","cg08576197"
"11661","cg08577424"
"11662","cg08578023"
"11663","cg08578403"
"11664","cg08579962"
"11665","cg08580015"
"11666","cg08580942"
"11667","cg08581004"
"11668","cg08582356"
"11669","cg08582729"
"11670","cg08583610"
"11671","cg08585614"
"11672","cg08587802"
"11673","cg08588635"
"11674","cg08590378"
"11675","cg08591579"
"11676","cg08591886"
"11677","cg08592493"
"11678","cg08593037"
"11679","cg08593676"
"11680","cg08593883"
"11681","cg08594246"
"11682","cg08594651"
"11683","cg08594695"
"11684","cg08594816"
"11685","cg08598324"
"11686","cg08598722"
"11687","cg08599909"
"11688","cg08600378"
"11689","cg08601570"
"11690","cg08602433"
"11691","cg08603382"
"11692","cg08603424"
"11693","cg08603678"
"11694","cg08605899"
"11695","cg08606254"
"11696","cg08607108"
"11697","cg08607280"
"11698","cg08607533"
"11699","cg08610326"
"11700","cg08610935"
"11701","cg08611093"
"11702","cg08611205"
"11703","cg08611625"
"11704","cg08612975"
"11705","cg08613153"
"11706","cg08613504"
"11707","cg08615533"
"11708","cg08615694"
"11709","cg08619102"
"11710","cg08620426"
"11711","cg08621893"
"11712","cg08623062"
"11713","cg08623383"
"11714","cg08623979"
"11715","cg08624084"
"11716","cg08624915"
"11717","cg08625822"
"11718","cg08627380"
"11719","cg08627942"
"11720","cg08628269"
"11721","cg08628875"
"11722","cg08629267"
"11723","cg08629394"
"11724","cg08631151"
"11725","cg08631357"
"11726","cg08632081"
"11727","cg08632659"
"11728","cg08632961"
"11729","cg08633074"
"11730","cg08634082"
"11731","cg08634229"
"11732","cg08634464"
"11733","cg08635376"
"11734","cg08638785"
"11735","cg08638999"
"11736","cg08639283"
"11737","cg08640804"
"11738","cg08640824"
"11739","cg08642843"
"11740","cg08644058"
"11741","cg08645879"
"11742","cg08645998"
"11743","cg08646202"
"11744","cg08646442"
"11745","cg08647446"
"11746","cg08647724"
"11747","cg08649013"
"11748","cg08649379"
"11749","cg08649707"
"11750","cg08650290"
"11751","cg08650910"
"11752","cg08653945"
"11753","cg08654288"
"11754","cg08654915"
"11755","cg08655148"
"11756","cg08655800"
"11757","cg08656504"
"11758","cg08657206"
"11759","cg08657228"
"11760","cg08658497"
"11761","cg08660285"
"11762","cg08660876"
"11763","cg08661899"
"11764","cg08662017"
"11765","cg08662043"
"11766","cg08663092"
"11767","cg08665093"
"11768","cg08665490"
"11769","cg08666915"
